,panel_name,loan_amount,actualshare,expectedshare,delta
29,CAMBRIDGE SVG BK,20165,0.017794928996777235,0.004573394172424692,0.013221534824352543
30,CAMBRIDGE TC,6696,0.005908993035577503,0.0032712188851023428,0.0026377741504751604
31,CAMDEN NB,717,0.0006327281969099567,0.0017883244478588808,-0.001155596250948924
32,CAPE COD FIVE CENTS SVG BK,1390,0.0012266278852229285,0.002744057428095871,-0.0015174295428729426
33,CATHAY BK,611,0.0005391867898354025,0.00035346949904002976,0.0001857172907953727
34,CENT MTG CO D/B/A CENTURY LEND,326,0.0002876839500594782,5.684527486904924e-06,0.0002819994225725733
35,CENTREVILLE BANK,542,0.00047829662862649446,3.4612843746951755e-05,0.0004436837848795427
36,CENTURY B&TC,4683,0.0041325887672654495,0.0017055326180802778,0.0024270561491851715
37,CHARLES SCHWAB BK,1423,0.0012557492666706671,0.001003755031460721,0.0002519942352099461
38,CHELSEA BK,600,0.0005294796626861562,7.489277777992837e-05,0.0004545868849062278
39,CITIBANK NA,12271,0.010828741568036373,0.01135826134646508,-0.0005295197784287078
40,CITIZENS BK NA,7210,0.006362580613278644,0.012826020293344636,-0.006463439680065992
41,"CITIZENS BK, NA",4310,0.0038034289102955557,0.00452287860147511,-0.0007194496911795546
42,CITY NB,353,0.00031151053488035526,0.00010221687155900815,0.0002092936633213471
43,CITY OF BOSTON CU,1137,0.001003363960790266,0.0021022463753028967,-0.0010988824145126306
44,CLINTON SVG BK,231,0.00020384967013417014,0.00061577731187902,-0.00041192764174484984
45,COASTWAY CMNTY BK,2005,0.0017693445394762388,0.0007983099306916602,0.0009710346087845786
46,COLE TAYLOR BK,225,0.0001985548735073086,0.0005646165644968756,-0.000366061690989567
47,COMMERCE B&TC,2843,0.0025088511350279037,0.0013368927542745815,0.0011719583807533222
48,COMMONWEALTH CO-OP BK,1912,0.0016872751917598845,0.0008866642275510077,0.0008006109642088768
49,"COMMONWEALTH MORTGAGE, LLC",835,0.0007368591972382341,0.003492078471449391,-0.002755219274211157
50,COOPERATIVE BK,1500,0.0013236991567153905,0.002645014127097037,-0.0013213149703816466
51,CROSSCOUNTRY MORTGAGE INC.,819,0.0007227397395666033,0.001486643435432678,-0.0007639036958660746
52,DEDHAM INST FOR SVG,5608,0.0049488699139066065,0.007534230881861673,-0.002585360967955067
53,DIGITAL FCU,13243,0.011686498621587944,0.005117312779476917,0.006569185842111028
54,DISCOVER HOME LOANS,1227,0.0010827859101931894,0.000653459102980865,0.0004293268072123244
55,DITECH FINANCIAL LLC,3606,0.003182172772743799,0.003690095324643539,-0.0005079225518997399
56,DITECH MORTGAGE CORP,599,0.0005285971965816793,0.0005038479194298091,2.4749277151870264e-05
57,"DREW MORTGAGE ASSOCIATES, INC.",767,0.0006768515021338031,0.0005486615256916057,0.0001281899764421974
58,EAGLE BK,1245,0.0010986703000737741,0.00039538852995573364,0.0007032817701180406
59,EAST BOSTON SAVINGS BANK,20634,0.018208805599776914,0.006408380569838657,0.011800425029938257
60,EAST BOSTON SVG BK,71552,0.06314221470753309,0.009290924247324096,0.05385129046020899
61,EAST CAMBRIDGE SVG BK,6061,0.005348627059234654,0.0026274199914090397,0.0027212070678256147
62,EAST WEST BK,692,0.0006106665442980336,0.0006669380592611643,-5.627151496313072e-05
63,EASTERN BK,17133,0.01511929176800319,0.015693114610850326,-0.0005738228428471357
64,EASTHAMPTON SVG BK,871,0.0007686279769994035,2.153494308689442e-05,0.0007470930339125091
65,"EMBRACE HOME LOANS, INC.",240,0.0002117918650744625,0.002535055138347275,-0.0023232632732728127
66,EMIGRANT FUNDING CORP,300,0.0002647398313430781,6.603467973284953e-05,0.00019870515161022858
67,"EMIGRANT MORTGAGE COMPANY, INC",1727,0.001524018962431653,8.598283753965699e-05,0.001438036124891996
68,ENTERPRISE B&TC,300,0.0002647398313430781,0.0004082397470043499,-0.0001434999156612718
69,"ENVOY MORTGAGE, LTD",1306,0.0011525007324468667,0.0016267513445040926,-0.00047425061205722593
70,EVERBANK,3502,0.0030903962978781987,0.0041212824280060685,-0.0010308861301278698
71,EVERETT CO-OP BK,8204,0.00723975192112871,0.0009842776780776756,0.006255474243051035
72,EVERETT CU,251,0.0002214989922237087,3.914651597577164e-05,0.00018235247624793707
73,EVOLVE B&TC,375,0.0003309247891788476,0.0005942946803947657,-0.00026336989121591807
74,FAIRWAY INDP MORTGAGE CORP,14927,0.01317257154152709,0.017231563970097712,-0.0040589924285706225
75,FARMINGTON BK,1251,0.0011039650967006357,0.000814927583130373,0.0002890375135702627
76,"FBC MORTGAGE, LLC",4725,0.00416965234365348,0.005106118096511908,-0.0009364657528584275
77,FIDELITY CO-OP BK,1084,0.0009565932572529889,0.0004828186551684369,0.000473774602084552
78,FIFTH THIRD MTG CO,248,0.00021885159391027791,0.0006209038489377622,-0.00040205225502748434
79,FINANCE OF AMERICA MORTGAGE,1032,0.0009107050198201887,0.0013631531787999768,-0.00045244815897978804
80,FIRST CHOICE LOAN SERVICES INC,355,0.0003132754670893091,0.00011334180572049695,0.00019993366136881213
81,FIRST COMMONS BK NA,1544,0.0013625276653123754,0.0014188301612100608,-5.630249589768537e-05
82,FIRST FSB OF BOSTON,2080,0.0018355294973120082,0.00333451592429702,-0.001498986426985012
83,FIRST GUARANTY MORTGAGE CORP,382,0.00033710205191018615,0.000400968434237358,-6.386638232717186e-05
84,FIRST HOME MORTGAGE CORPORATIO,2696,0.0023791286176697954,0.0040572181519726675,-0.0016780895343028721
85,FIRST INTERNET BK IN,385,0.00033974945022361694,0.00017564492446501008,0.00016410452575860686
86,FIRST IPSWICH BK,400,0.0003529864417907708,0.0002318798973032567,0.0001211065444875141
87,FIRST MARINER BK,415,0.00036622343335792473,5.487487116960061e-05,0.00031134856218832413
88,FIRST NIAGARA BK NA,2832,0.0024991440078786574,0.0027706142850362275,-0.0002714702771575701
89,FIRST PRIORITY CU,25,2.2061652611923175e-05,0.00023636125792943634,-0.00021429960531751317
90,FIRST REPUBLIC BK,61007,0.05383660963582389,0.029893343268352905,0.023943266367470982
91,FIRSTBANK,566,0.0004994758151339407,0.0007447602867889454,-0.0002452844716550047
92,FIRSTRUST SVG BK,4249,0.003749598477922463,0.001689316021261807,0.0020602824566606564
93,FLAGSTAR BK FSB,1322,0.0011666201901184975,0.0019631323866816475,-0.00079651219656315
94,FRANKLIN AMERICAN MORTGAGE CO,683,0.0006027243493577412,0.002993426837881845,-0.0023907024885241037
95,FREEDOM MORTGAGE CORPORATION,386,0.00034063191632809385,0.003951444091434125,-0.0036108121751060314
96,GEORGETOWN BK,2763,0.0024382538466697495,0.0004148310089370188,0.002023422837732731
97,GMH MORTGAGE SERVICES LLC,1539,0.0013581153347899907,0.0017811054466945293,-0.00042299011190453863
98,GOLDMAN SACHS BK USA,1036,0.0009142348842380964,0.0016523142809942845,-0.0007380793967561881
99,GREAT PLAINS NB,292,0.0002576801025072627,0.00028192466382907615,-2.4244561321813446e-05
100,GREYLOCK FCU,200,0.0001764932208953854,5.597341482504541e-06,0.00017089587941288085
101,GUARANTEED RATE INC.,50189,0.04429009131759249,0.034185335892974934,0.010104755424617556
102,"GUIDANCE RESIDENTIAL, LLC",567,0.0005003582812384177,0.0002480093081173274,0.0002523489731210903
103,HABIB AMER BK,305,0.00026915216186546275,0.00010994155154888204,0.0001592106103165807
104,HANSCOM FCU,772,0.0006812638326561877,0.0008746151217428747,-0.00019335128908668702
105,HARBORONE BK,3230,0.0028503655174604743,0.006453263924903975,-0.003602898407443501
106,HARVARD UNIV EMPL CU,2766,0.00244090124498318,0.002001912721438937,0.0004389885235442431
107,HAVERHILL BK,241,0.0002126743311789394,3.0985905963895865e-05,0.00018168842521504354
108,HINGHAM INST FOR SVG,10580,0.009336491385365887,0.009748807705234024,-0.00041231631986813656
109,HOLBROOK CO-OP BK,750,0.0006618495783576952,9.508505639905691e-05,0.0005667645219586383
110,HOME POINT FINANCIAL CORP,603,0.000532127060999587,0.0017403721454386707,-0.0012082450844390837
111,HOMEBRIDGE FINANCIAL SERVICES,196,0.0001729633564774777,0.00037798620347741734,-0.00020502284699993963
112,HUDSON CITY SVG BK FSB,417,0.00036798836556687855,0.0004907177071671115,-0.000122729341600233
113,IDB-IIC FCU,360,0.00031768779761169374,6.277392316827522e-06,0.0003114104052948662
114,INLANTA MORTGAGE,357,0.00031504039929826296,0.00045097832636141727,-0.0001359379270631543
115,INSTITUTION SVG IN NEWBURYPORT,2321,0.0020482038284909475,0.0019921478889460944,5.605593954485311e-05
116,JEANNE D'ARC CU,3914,0.0034539723329226925,0.0025754920071881728,0.0008784803257345197
117,JG WENTWORTH HOME LENDING LLC,220,0.00019414254298492394,0.00016586265477128723,2.8279888213636706e-05
118,JPMORGAN CHASE BK NA,26409,0.023305047353131166,0.032789522836926564,-0.009484475483795399
119,"KELLER MORTGAGE, LLC",417,0.00036798836556687855,7.731654870225898e-05,0.00029067181686461956
120,LAKE SUNAPEE BK FSB,326,0.0002876839500594782,0.0001008567698903622,0.000186827180169116
121,"LAKEVIEW LOAN SERVICING, LLC",451,0.0003979922131190941,0.0008891228728750985,-0.0004911306597560044
122,"LEADER MORTGAGE COMPANY, INC.",657,0.0005797802306413411,0.0017011035690567384,-0.0011213233384153973
123,LOANDEPOT.COM,33592,0.02964380138158893,0.033806355769047336,-0.0041625543874584045
124,LOWELL FIVE CENT SVG BK,1333,0.0011763273172677438,0.00029460150886889165,0.0008817258083988521
125,LUXURY MORTGAGE CORP.,275,0.00024267817873115493,0.0004080828121964293,-0.00016540463346527437
126,MANSFIELD CO-OP BK,780,0.0006883235614920031,0.001497105755960724,-0.0008087821944687209
127,MANUFACTURERS & TRADERS TC,810,0.0007147975446263109,0.0028318886089288165,-0.002117091064302506
128,MB FNCL BK NA,1226,0.0010819034440887126,0.0017657083983174215,-0.000683804954228709
129,MECHANICS CO-OP BK,1541,0.0013598802669989446,0.0007368437975893906,0.000623036469409554
130,MEETINGHOUSE BK,2237,0.001974076675714886,0.003644252923529817,-0.0016701762478149311
131,MELROSE CO-OP BK,1050,0.0009265894097007734,0.0002838776303276446,0.0006427117793731288
132,"MEMBERS MORTGAGE COMPANY, INC.",2983,0.0026323963896546735,0.001969496965002875,0.0006628994246517983
133,MERRIMACK MORTGAGE COMPANY,759,0.0006697917732979876,0.005679592759055861,-0.005009800985757874
134,METRO CU,8401,0.007413597743710664,0.004766144990953057,0.002647452752757607
135,MIDDLESEX FED SVG FA,712,0.0006283158663875721,0.000479645084608263,0.0001486707817793091
136,MIDDLESEX SVG BK,3614,0.0031892325015796144,0.003977913762370082,-0.0007886812607904672
137,MILFORD FS&LA,263,0.0002320885854774318,0.0007684748799858494,-0.0005363862945084176
138,MILITARY FAMILY HOME LOANS,316,0.00027885928901470893,3.7734102704485434e-05,0.0002411251863102235
139,MORGAN STANLEY PRIV BK NA,7702,0.006796753936681292,0.004147211545714743,0.0026495423909665495
140,MORTGAGE EQUITY PARTNERS,1397,0.0012328051479542671,0.0012263060262931364,6.499121661130694e-06
141,"MORTGAGE FINANCIAL SERVICES,IN",3041,0.002683579423714335,0.003293730311438521,-0.0006101508877241861
142,"MORTGAGE MASTER, INC.",10495,0.00926148176648535,0.008896808633032608,0.0003646731334527413
143,"MORTGAGE NETWORK, INC",14042,0.01239158903906501,0.010447132726079323,0.0019444563129856866
144,"MORTGAGE RESEARCH CENTER, LLC",204,0.00018002308531329313,0.0014611851221477663,-0.0012811620368344732
145,MOUNTAINONE BK,7417,0.006545251096905368,0.0034697239799211326,0.003075527116984235
146,"MOVEMENT MORTGAGE, LLC",417,0.00036798836556687855,0.00037012202588050284,-2.1336603136242827e-06
147,MSA MORTGAGE LLC,25513,0.02251435772351984,0.008754625697056465,0.013759732026463375
148,MUTUAL FIRST FCU,2374,0.0020949745320282247,0.000447700132595963,0.0016472743994322618
149,NATIONS LENDING CORPORATION,587,0.0005180076033279562,0.00026804465192853524,0.00024996295139942095
150,NATIONSTAR MORTGAGE LLC,1878,0.001657271344207669,0.002609913041725443,-0.0009526416975177742
151,NAVEO CU,922,0.0008136337483277267,0.00010342003841973344,0.0007102137099079933
152,NAVY FCU,1417,0.0012504544700438055,0.0015077250112966905,-0.00025727054125288494
153,NE MOVES MORTGAGE,1371,0.001209861029237867,0.004332150498248834,-0.0031222894690109667
154,NEEDHAM BK,8280,0.007306819345068956,0.017375821932978583,-0.010069002587909628
155,NEW ENGLAND REGIONAL MORTGAGE,470,0.0004147590691041557,5.900748777817872e-05,0.000355751581325977
156,NEW FED MORTGAGE CORP,4607,0.004065521343325203,0.0033057445428448943,0.000759776800480309
157,NEW PENN FINANCIAL LLC,1927,0.0017005121833270384,0.002434233242858673,-0.0007337210595316345
158,NEW YORK CMNTY BK,1190,0.0010501346643275432,0.0017760137840375468,-0.0007258791197100036
159,"NEWDAY FINANCIAL, LLC",246,0.00021708666170132404,0.000534153774559382,-0.00031706711285805795
160,"NFM, INC",202,0.00017825815310433925,0.00037432439129260123,-0.00019606623818826198
161,NORCOM MORTGAGE,545,0.00048094402693992525,0.001220464563998311,-0.0007395205370583858
162,NORTH AMER SVG BK FSB,752,0.0006636145105666492,0.000540779910893811,0.00012283459967283813
163,NORTH SHORE BK A CO-OP BK,1968,0.0017366932936105923,0.00021827888061679704,0.0015184144129937952
164,NORTHEAST BK,928,0.0008189285449545883,0.0002610000227729844,0.0005579285221816039
165,NORTHEAST CMNTY BK,300,0.0002647398313430781,0.0001964649423158214,6.827488902725668e-05
166,NORTHERN B&TC,3032,0.002675637228774043,0.0016735353544653376,0.0010021018743087053
167,NORTHMARK BK,2781,0.0024541382365503342,0.00020577640758578225,0.002248361828964552
168,NORTHPOINTE BK,641,0.0005656607729697102,0.0001769178401292557,0.0003887429328404545
169,NORWOOD CO-OP BK,286,0.00025238530588040113,0.0031829866486491557,-0.0029306013427687545
170,NYCB MORTGAGE COMPANY LLC,616,0.0005435991203577871,0.0012542404221030194,-0.0007106413017452323
171,"OCWEN LOAN SERVICING, LLC",2776,0.0024497259060279495,0.005064617558417326,-0.0026148916523893763
172,OPTIMA B&TC,244,0.0002153217294923702,1.2659407838935506e-05,0.00020266232165343467
173,PACIFIC UNION FINANCIAL LLC,2041,0.001801113319237408,0.0025794328145870697,-0.0007783194953496617
174,PARAMOUNT RESIDENTIAL MORTGAGE,323,0.0002850365517460474,0.00028766150291862117,-2.624951172573763e-06
175,PATHFINDER BK,660,0.0005824276289547719,1.1508552580850459e-05,0.0005709190763739214
176,PATRIOT COMNTY BK,4189,0.0036966505116538474,0.0023532200075698376,0.0013434305040840098
177,PENTAGON FCU,272,0.00024003078041772417,0.00028780100052566183,-4.7770220107937666e-05
178,PEOPLES BK,221,0.00019502500908940087,0.0006528488009500624,-0.0004578237918606615
179,PEOPLES UNITED BK,8479,0.007482430099859864,0.008734084674419735,-0.0012516545745598706
180,PEOPLES UNITED BK NA,5625,0.004963871837682715,0.006051981621050775,-0.00108810978336806
181,PEOPLESBANK,7500,0.006618495783576953,0.0001941283573978912,0.006424367426179062
182,PHH HOME LOANS LLC,1593,0.0014057685044317448,0.002406804525874313,-0.0010010360214425683
183,PHH MORTGAGE CO,1241,0.0010951404356558665,0.0011720414571543387,-7.690102149847215e-05
184,PILGRIM BK,2398,0.002116153718535671,0.0013658908193381488,0.0007502628991975222
185,"PLAZA HOME MORTGAGE, INC.",282,0.00024885544146249343,0.002399812208321402,-0.0021509567668589087
186,PMAC LENDING SERVICES INC,2203,0.0019440728281626702,0.0011182128180375428,0.0008258600101251274
187,PNC BK NA,18096,0.015969106626614472,0.006036096331049025,0.009933010295565446
188,"POLI MORTGAGE GROUP, INC",1857,0.0016387395560136535,0.004723266913988949,-0.0030845273579752953
189,PREMIA MORTGAGE LLC,270,0.0002382658482087703,0.00012654176678671483,0.00011172408142205546
190,PRIMARY RESIDENTIAL MORTGAGE,392,0.0003459267129549554,0.0013880186272549658,-0.0010420919143000105
191,PRIMELENDING A PLAINSCAPITAL C,15987,0.014107985612272632,0.0046617135948822785,0.009446272017390353
192,PRIVATE BK OF BUCKHEAD,236,0.00020826200065655477,4.279089095970762e-05,0.00016547110969684716
193,"PROSPECT MORTGAGE, LLC",28135,0.02482818384945834,0.013467761597334087,0.011360422252124254
194,PROVINCE MORTGAGE ASSOCIATES,353,0.00031151053488035526,0.0004293038856674823,-0.00011779335078712704
195,"QUICKEN LOANS, INC.",12921,0.011402344535946374,0.029287470286573768,-0.017885125750627395
196,QUORUM FCU,988,0.0008718765112232039,6.190206312427141e-05,0.0008099744480989325
197,RADIUS FINANCIAL GROUP INC.,3505,0.0030930436961916293,0.010516567659983787,-0.0074235239637921585
198,RANDOLPH SVG BK,764,0.0006742041038203723,0.005758112474618846,-0.005083908370798473
199,RAYMOND JAMES BK NA,535,0.000472119365895156,0.00010125782551060395,0.00037086154038455205
200,RESIDENTIAL MORTGAGE SERVICES,14732,0.013000490651154089,0.01981265331876839,-0.006812162667614301
201,RIVER WKS CU,1392,0.0012283928174318824,0.0004430792743627427,0.0007853135430691397
202,ROCKLAND FCU,125,0.00011030826305961588,0.004184439969593706,-0.004074131706534091
203,ROCKLAND TC,8044,0.0070985573444124015,0.015256260417201769,-0.008157703072789367
204,ROUNDPOINT MORTGAGE COMPANY,368,0.00032474752644750913,0.00027353737020575935,5.121015624174978e-05
205,SAGE BK,8103,0.0071506228445765395,0.005778287316037095,0.0013723355285394446
206,"SALEM FIVE MORTGAGE CO., LLC",14434,0.012737515752019965,0.013622168011127166,-0.0008846522591072006
207,SANTANDER BK NA,21950,0.01937013099326855,0.02161700255423606,-0.0022468715609675095
208,SAVINGS BK,808,0.000713032612417357,0.00023524527707311142,0.00047778733534424556
209,SCITUATE FSB,484,0.0004271135945668327,0.0006396662770847246,-0.00021255268251789194
210,SHAMROCK FINANCIAL CORP,248,0.00021885159391027791,0.0009795696338400547,-0.0007607180399297768
211,SIERRA PACIFIC MORTGAGE,1435,0.0012663388599243903,0.002923172355536017,-0.001656833495611627
212,SIMSBURY B&TC,568,0.0005012407473428945,9.299259229344772e-05,0.0004082481550494468
213,SOUTH SHORE BK,2206,0.001946720226476101,0.0019614584153971604,-1.4738188921059386e-05
214,SOUTHBRIDGE SVG BK,953,0.0008409901975665114,0.0002723865149476743,0.0005686036826188371
215,"STEARNS LENDING, INC.",1094,0.0009654179182977581,0.0066287519145610645,-0.005663333996263307
216,STEPSTONE MORTGAGE COMPANY,596,0.0005259497982682485,4.027993403297661e-05,0.00048566986423527193
217,STIFEL B&T,248,0.00021885159391027791,0.0003265638980820718,-0.00010771230417179389
218,STONEHAMBK,2798,0.0024691401603264417,0.0007939157560698808,0.0016752244042565608
219,SUNTRUST MTG,631,0.000556836111924941,0.0007859469552676861,-0.00022911084334274506
220,T D BK NA,8482,0.007485077498173295,0.004318061239937733,0.003167016258235562
221,TIAA-CREF TC FSB,321,0.0002832716195370936,0.0002773909916002562,5.880627936837393e-06
222,"TOTAL MORTGAGE SERVICES, LLC",308,0.00027179956017889354,0.00033883968750164563,-6.70401273227521e-05
223,U S BK NA,1479,0.0013051673685213752,0.00389095444158114,-0.002585787073059765
224,UBS BK USA,7207,0.006359933214965213,0.001378027111150682,0.004981906103814531
225,UNIBANK FOR SVG,1533,0.001352820538163129,0.0007190055410890724,0.0006338149970740567
226,UNION YES FCU,38251,0.03375521096234694,0.040149189900777794,-0.006393978938430855
227,UNITED BK,1621,0.0014304775553570987,0.0013375204935062645,9.29570618508342e-05
228,UNITED NATIONS FCU,250,0.00022061652611923176,3.000942271461157e-05,0.00019060710340462018
229,UNITED SHORE FINANCIAL SERVICE,7829,0.006908827131949862,0.007256316774235016,-0.0003474896422851542
230,US MORTGAGE CORPORATION,268,0.00023650091599981645,2.455157883914765e-05,0.0002119493371606688
231,USAA FSB,107,9.44238731790312e-05,0.002586808750559342,-0.002492384877380311
232,USALLIANCE FCU,3282,0.0028962537548932747,0.0006805042015458636,0.0022157495533474112
233,VANGUARD FUNDING LLC,333,0.00029386121279081673,5.5363112794242735e-05,0.000238498099996574
234,VILLAGE MORTGAGE COMPANY,1790,0.0015796143270136993,0.0017394130993902664,-0.00015979877237656706
235,WAKEFIELD CO-OP BK,1280,0.0011295566137304667,0.0004719552790201493,0.0006576013347103175
236,WALPOLE CO-OP BK,450,0.0003971097470146172,0.002566721095145493,-0.002169611348130876
237,WASHINGTON TR MTG CO LLC,12935,0.011414699061409052,0.00765850581253398,0.003756193248875072
238,"WATERMARK CAPITAL, INC.",413,0.00036445850114897086,0.00018153869836247594,0.00018291980278649492
239,WATERSTONE MORTGAGE CORP.,606,0.0005347744593130178,5.414250873263739e-05,0.0004806319505803804
240,WEBSTER BK NA,6769,0.005973413061204319,0.008111768412210686,-0.002138355351006367
241,WEBSTER FIRST FCU,1115,0.0009839497064917737,0.0002962406057516189,0.0006877091007401548
242,WEBSTER FIVE CENTS SVG BK,612,0.0005400692559398793,0.0009892995919311377,-0.00044923033599125837
243,WELLESLEY BK,6485,0.005722792687532872,0.0053289480865584046,0.0003938446009744672
244,WELLS FARGO BK NA,56591,0.04993963931845378,0.03650751768297823,0.013432121635475545
245,"WILLIAM RAVEIS MORTGAGE, LLC",2181,0.0019246585738641778,0.0043620029861555255,-0.002437344412291348
246,WINCHESTER CO-OP BK,1232,0.0010871982407155742,0.0005500216273602517,0.0005371766133553225
247,WINCHESTER SVG BK,3324,0.0029333173312813053,0.0004240552882025793,0.002509262043078726
248,WINTER HILL BK,3056,0.002696816415281489,0.0007655628674388767,0.0019312535478426124
249,WORKERS CU,310,0.00027356449238784736,0.00016124179653806696,0.0001123226958497804
