,panel_name,loan_amount,actualshare,expectedshare,delta
140,"GUIDANCE RESIDENTIAL, LLC",567,0.00020088694954052867,0.0002480093081173274,-4.7122358576798706e-05
141,HABIB AMER BK,305,0.00010806088114613977,0.00010994155154888204,-1.880670402742274e-06
142,HANSCOM FCU,1922,0.000680960700206166,0.0008746151217428747,-0.00019365442153670867
143,HARBORONE BK,3486,0.0012350827268047318,0.006453263924903975,-0.005218181198099243
144,HARVARD UNIV EMPL CU,6581,0.002331634946959822,0.002001912721438937,0.00032972222552088513
145,HAVERHILL BK,241,8.538581100399897e-05,3.0985905963895865e-05,5.43999050401031e-05
146,HINGHAM INST FOR SVG,21950,0.007776840462812354,0.009748807705234024,-0.0019719672424216702
147,HOLBROOK CO-OP BK,750,0.00026572347822821255,9.508505639905691e-05,0.00017063842182915565
148,HOME LOAN INV BK FSB,195,6.908810433933525e-05,0.0006790743510736972,-0.000609986246734362
149,HOME POINT FINANCIAL CORP,1240,0.00043932948400397803,0.0017403721454386707,-0.0013010426614346927
150,HOMEBRIDGE FINANCIAL SERVICES,196,6.944240231030621e-05,0.00037798620347741734,-0.00030854380116711116
151,HOMESTEAD FUNDING CORP,392,0.00013888480462061241,0.0002137800827897373,-7.48952781691249e-05
152,HUDSON CITY SVG BK FSB,1386,0.0004910569877657367,0.0004907177071671115,3.39280598625198e-07
153,IDB-IIC FCU,360,0.00012754726954954202,6.277392316827522e-06,0.0001212698772327145
154,INDUSTRIAL CU,184,6.519082665865481e-05,0.00013351664713874542,-6.832582048009061e-05
155,INLANTA MORTGAGE,549,0.00019450958606305157,0.00045097832636141727,-0.0002564687402983657
156,INSTITUTION SVG IN NEWBURYPORT,7684,0.0027224256089407803,0.0019921478889460944,0.0007302777199946859
157,INTEGRITY FIRST FINANCIAL GR,225,7.971704346846376e-05,0.00038398460058016365,-0.00030426755711169986
158,JEANNE D'ARC CU,17109,0.006061683985341984,0.0025754920071881728,0.0034861919781538115
159,JG WENTWORTH HOME LENDING LLC,530,0.00018777792461460352,0.00016586265477128723,2.1915269843316294e-05
160,JPMORGAN CHASE BK NA,115363,0.04087287682512171,0.032789522836926564,0.008083353988195145
161,"KELLER MORTGAGE, LLC",417,0.00014774225389488618,7.731654870225898e-05,7.04257051926272e-05
162,KEYBANK NA,100174,0.03549144494404395,0.002572893864257041,0.03291855107978691
163,KS STATEBANK,534,0.00018919511649848734,0.00024743388048828485,-5.823876398979751e-05
164,LAKE SUNAPEE BK FSB,326,0.00011550113853652972,0.0001008567698903622,1.4644368646167524e-05
165,"LAKEVIEW LOAN SERVICING, LLC",1134,0.00040177389908105734,0.0008891228728750985,-0.00048734897379404114
166,LAND HOME FINANCIAL SERVICES,408,0.0001445535721561476,0.00010727365981423034,3.727991234191727e-05
167,"LEADER MORTGAGE COMPANY, INC.",3318,0.0011755606676816122,0.0017011035690567384,-0.0005255429013751262
168,LEE BK,409,0.00014490787012711858,9.660209287562357e-06,0.00013524766083955621
169,LIBERTY BAY CU,1230,0.0004357865042942686,0.0016297156686537054,-0.001193929164359437
170,LOANDEPOT.COM,73365,0.02599307064028375,0.033806355769047336,-0.007813285128763586
171,LOWELL FIVE CENT SVG BK,2273,0.0008053192880169694,0.00029460150886889165,0.0005107177791480778
172,LUXURY MORTGAGE CORP.,1556,0.0005512876428307983,0.0004080828121964293,0.00014320483063436898
173,MAGNOLIA BK,285,0.00010097492172672076,3.215419842286098e-05,6.882072330385978e-05
174,MANSFIELD CO-OP BK,3105,0.0011000951998648,0.001497105755960724,-0.000397010556095924
175,MANUFACTURERS & TRADERS TC,1036,0.0003670526979259042,0.0028318886089288165,-0.0024648359110029123
176,MASS BAY CU,270,9.566045216215651e-05,0.00029590929893489736,-0.00020024884677274083
177,MASSACHUSETTS INST TECH FC,175,6.200214491991626e-05,6.793533462877786e-05,-5.933189708861602e-06
178,MB FNCL BK NA,3516,0.0012457116659338604,0.0017657083983174215,-0.0005199967323835611
179,MECHANICS CO-OP BK,1541,0.000545973173266234,0.0007368437975893906,-0.00019087062432315664
180,MEETINGHOUSE BK,9101,0.0032244658338066163,0.003644252923529817,-0.0004197870897232007
181,MELROSE CO-OP BK,3050,0.0010806088114613977,0.0002838776303276446,0.0007967311811337531
182,"MEMBERS MORTGAGE COMPANY, INC.",7984,0.002828715000232065,0.001969496965002875,0.0008592180352291899
183,MEMBERS PLUS CU,566,0.00020053265156955773,0.0005909990494284312,-0.00039046639785887346
184,MERIDIAN BK,779,0.0002759981193863701,1.3583579485579558e-05,0.00026241453990079056
185,MERRIMACK MORTGAGE COMPANY,4349,0.0015408418757526618,0.005679592759055861,-0.0041387508833032
186,MERRIMACK VALLEY FCU,1698,0.0006015979547086732,0.00012519910231894893,0.00047639885238972424
187,METRO CU,17142,0.006073375818384026,0.004766144990953057,0.0013072308274309687
188,METROPOLITAN HOME MORTGAGE,364,0.0001289644614334258,0.0001956453938744578,-6.6680932441032e-05
189,MID-ISLAND MORTGAGE CORP.,817,0.0002894614422832662,0.0006676181100954871,-0.00037815666781222093
190,MIDDLESEX FED SVG FA,2962,0.0010494305900159541,0.000479645084608263,0.0005697855054076911
191,MIDDLESEX SVG BK,6030,0.0021364167649548286,0.003977913762370082,-0.001841496997415253
192,"MILEND, INC.",288,0.00010203781563963362,0.000591853472271555,-0.0004898156566319214
193,MILFORD FS&LA,714,0.00025296875127325835,0.0007684748799858494,-0.000515506128712591
194,MILITARY FAMILY HOME LOANS,576,0.00020407563127926724,3.7734102704485434e-05,0.0001663415285747818
195,MORGAN STANLEY PRIV BK NA,16233,0.005751318962771432,0.004147211545714743,0.0016041074170566891
196,MORTGAGE EQUITY PARTNERS,2431,0.0008612983674303796,0.0012263060262931364,-0.00036500765886275687
197,"MORTGAGE FINANCIAL SERVICES,IN",10665,0.0037785878604051823,0.003293730311438521,0.0004848575489666612
198,"MORTGAGE MASTER, INC.",22289,0.007896947474971506,0.008896808633032608,-0.0009998611580611019
199,"MORTGAGE NETWORK, INC",29524,0.010460293294946328,0.010447132726079323,1.3160568867005493e-05
200,"MORTGAGE RESEARCH CENTER, LLC",979,0.0003468577135805601,0.0014611851221477663,-0.0011143274085672061
201,MOUNTAINONE BK,17663,0.00625796506125989,0.0034697239799211326,0.0027882410813387577
202,"MOVEMENT MORTGAGE, LLC",417,0.00014774225389488618,0.00037012202588050284,-0.00022237977198561666
203,MSA MORTGAGE LLC,58050,0.02056699721486365,0.008754625697056465,0.011812371517807186
204,MUTUAL BK,876,0.00031036502257055225,0.001997623170022439,-0.0016872581474518867
205,MUTUAL FIRST FCU,9636,0.0034140152482760745,0.000447700132595963,0.0029663151156801115
206,MUTUALONE BK,5835,0.0020673286606154935,0.0012772052156620798,0.0007901234449534137
207,NATIONS LENDING CORPORATION,587,0.00020797290895994768,0.00026804465192853524,-6.007174296858756e-05
208,NATIONSTAR MORTGAGE LLC,4635,0.0016421710954503536,0.002609913041725443,-0.0009677419462750896
209,NAVEO CU,922,0.00032666272923521597,0.00010342003841973344,0.00022324269081548252
210,NAVIGANT CU,674,0.00023879683243442033,0.00020640414681746496,3.2392685616955364e-05
211,NAVY FCU,1749,0.0006196671512281916,0.0015077250112966905,-0.0008880578600684989
212,NBKC BK,350,0.00012400428983983251,0.00013674252930155953,-1.2738239461727017e-05
213,NE MOVES MORTGAGE,3981,0.0014104602224353521,0.004332150498248834,-0.0029216902758134817
214,NEEDHAM BK,20822,0.007377192351557122,0.017375821932978583,-0.009998629581421462
215,NEW ENGLAND REGIONAL MORTGAGE,470,0.00016652004635634652,5.900748777817872e-05,0.0001075125585781678
216,NEW ENGLAND TEAMSTERS FCU,400,0.00014171918838838,4.059380364881798e-05,0.00010112538473956203
217,NEW FED MORTGAGE CORP,11231,0.0039791205119747396,0.0033057445428448943,0.0006733759691298453
218,NEW PENN FINANCIAL LLC,4157,0.0014728166653262393,0.002434233242858673,-0.0009614165775324336
219,NEW YORK CMNTY BK,2643,0.0009364095372762209,0.0017760137840375468,-0.0008396042467613259
220,"NEWDAY FINANCIAL, LLC",1645,0.0005828201622472128,0.000534153774559382,4.8666387687830784e-05
221,"NFC MORTGAGE COMPANY, LLC",565,0.00020017835359858676,0.0005558805268559572,-0.0003557021732573704
222,"NFM, INC",202,7.156819013613191e-05,0.00037432439129260123,-0.0003027562011564693
223,NORCOM MORTGAGE,1237,0.0004382665900910652,0.001220464563998311,-0.0007821979739072459
224,NORTH AMER SVG BK FSB,1907,0.0006756462306416018,0.000540779910893811,0.00013486631974779072
225,NORTH EASTON SVG BK,450,0.0001594340869369275,0.0009286355700693516,-0.000769201483132424
226,NORTH SHORE BK A CO-OP BK,1968,0.0006972584068708296,0.00021827888061679704,0.0004789795262540326
227,NORTHEAST BK,1940,0.0006873380636836431,0.0002610000227729844,0.0004263380409106587
228,NORTHEAST CMNTY BK,300,0.00010628939129128502,0.0001964649423158214,-9.01755510245364e-05
229,"NORTHEAST HOME LOAN, LLC",204,7.22767860780738e-05,0.0007249516265891785,-0.0006526748405111047
230,NORTHERN B&TC,9958,0.0035280991949287206,0.0016735353544653376,0.001854563840463383
231,NORTHERN TC,175,6.200214491991626e-05,0.0004732281946843949,-0.00041122604976447867
232,NORTHMARK BK,4408,0.0015617454560399478,0.00020577640758578225,0.0013559690484541654
233,"NORTHPOINT MORTGAGE, INC.",640,0.00022675070142140803,0.0006809226943669855,-0.0004541719929455775
234,NORTHPOINTE BK,965,0.0003418975419869668,0.0001769178401292557,0.00016497970185771108
235,NORWOOD CO-OP BK,533,0.00018884081852751637,0.0031829866486491557,-0.0029941458301216395
236,NYCB MORTGAGE COMPANY LLC,1757,0.0006225015349959592,0.0012542404221030194,-0.0006317388871070602
237,"OCWEN LOAN SERVICING, LLC",6501,0.002303291109282146,0.005064617558417326,-0.0027613264491351797
238,OPTIMA B&TC,244,8.644870491691181e-05,1.2659407838935506e-05,7.378929707797631e-05
239,PACIFIC UNION FINANCIAL LLC,4694,0.0016630746757376395,0.0025794328145870697,-0.0009163581388494301
240,PARAMOUNT RESIDENTIAL MORTGAGE,792,0.00028060399300899245,0.00028766150291862117,-7.057509909628719e-06
241,PATHFINDER BK,660,0.00023383666084082704,1.1508552580850459e-05,0.00022232810825997658
242,PATRIOT COMNTY BK,7718,0.0027344717399537923,0.0023532200075698376,0.0003812517323839547
243,PENTAGON FCU,418,0.00014809655186585712,0.00028780100052566183,-0.00013970444865980472
244,PEOPLES BK,221,7.829985158457996e-05,0.0006528488009500624,-0.0005745489493654824
245,PEOPLES UNITED BK,25508,0.009037432643526994,0.008734084674419735,0.00030334796910725867
246,PEOPLES UNITED BK NA,19517,0.006914833499440032,0.006051981621050775,0.0008628518783892576
247,PEOPLESBANK,7640,0.002706836498218058,0.0001941283573978912,0.002512708140820167
248,PHH HOME LOANS LLC,5197,0.0018412865551360273,0.002406804525874313,-0.0005655179707382857
249,PHH MORTGAGE CO,1975,0.0006997384926676263,0.0011720414571543387,-0.00047230296448671236
250,PILGRIM BK,6944,0.002460245110422277,0.0013658908193381488,0.0010943542910841282
251,"PLAZA HOME MORTGAGE, INC.",1618,0.0005732541170309971,0.002399812208321402,-0.001826558091290405
252,PMAC LENDING SERVICES INC,4243,0.001503286290829741,0.0011182128180375428,0.0003850734727921983
253,PNC BK NA,19037,0.006744770473373976,0.006036096331049025,0.0007086741423249507
254,"POLI MORTGAGE GROUP, INC",4094,0.0014504958931550694,0.004723266913988949,-0.0032727710208338796
255,PREMIA MORTGAGE LLC,270,9.566045216215651e-05,0.00012654176678671483,-3.088131462455832e-05
256,PRESIDENTIAL BK FSB,1459,0.0005169207396466161,0.00010821526866175448,0.00040870547098486166
257,PRIMARY RESIDENTIAL MORTGAGE,2058,0.0007291452242582152,0.0013880186272549658,-0.0006588734029967506
258,PRIMELENDING A PLAINSCAPITAL C,28128,0.009965693327470883,0.0046617135948822785,0.005303979732588605
259,PRIVATE BK OF BUCKHEAD,236,8.361432114914421e-05,4.279089095970762e-05,4.0823430189436596e-05
260,"PROSPECT MORTGAGE, LLC",55984,0.019835017606837667,0.013467761597334087,0.00636725600950358
261,PROVIDENT FUNDING GROUP INC,648,0.00022958508518917562,0.00025601298332128254,-2.6427898132106917e-05
262,PROVINCE MORTGAGE ASSOCIATES,733,0.0002597004127217064,0.0004293038856674823,-0.0001696034729457759
263,"QUICKEN LOANS, INC.",28372,0.010052142032387794,0.029287470286573768,-0.019235328254185974
264,QUINCY CU,1460,0.0005172750376175871,0.002906171084677942,-0.002388896047060355
265,QUORUM FCU,1378,0.00048822260399796917,6.190206312427141e-05,0.00042632054087369777
266,RADIUS BK,1280,0.00045350140284281605,0.00040958241147211584,4.391899137070021e-05
267,RADIUS FINANCIAL GROUP INC.,6636,0.0023511213353632245,0.010516567659983787,-0.008165446324620563
268,RANDOLPH SVG BK,5431,0.0019241922803432297,0.005758112474618846,-0.0038339201942756166
269,RAYMOND JAMES BK NA,535,0.00018954941446945828,0.00010125782551060395,8.829158895885433e-05
270,READING CO-OP BK,1115,0.0003950422376326093,0.000199342080461034,0.0001957001571715753
271,RESIDENTIAL MORTGAGE SERVICES,31785,0.011261361007311647,0.01981265331876839,-0.008551292311456743
272,RIVER WKS CU,3768,0.0013349947546185397,0.0004430792743627427,0.000891915480255797
273,ROCKLAND FCU,780,0.000276352417357341,0.004184439969593706,-0.003908087552236365
274,ROCKLAND TC,15234,0.005397375289771453,0.015256260417201769,-0.009858885127430316
275,ROCKVILLE BK,1305,0.0004623588521170898,0.00026181957121434795,0.00020053928090274183
276,ROUNDPOINT MORTGAGE COMPANY,618,0.00021895614606004714,0.00027353737020575935,-5.4581224145712216e-05
277,RTN FCU,50,1.77148985485475e-05,0.0006408694439454499,-0.0006231545453969024
278,SAGE BK,19669,0.006968686791027617,0.005778287316037095,0.0011903994749905217
279,SALEM FIVE CENTS SVG BK,2225,0.0007883129854103639,0.0006405032627269683,0.0001478097226833956
280,"SALEM FIVE MORTGAGE CO., LLC",31203,0.011055159588206555,0.013622168011127166,-0.002567008422920611
281,SANTANDER BK NA,45622,0.016163782031636684,0.02161700255423606,-0.005453220522599375
282,SAVINGS BK,2091,0.0007408370573002565,0.00023524527707311142,0.000505591780227145
